# Synthetic backyard observations for Kalman-filter input
# Observer  lat=  40.0000  lon=   0.0000  elev=   0.0
# Span 2025-01-01  days= 365
# Noise: systematic bias + Gaussian random
# Biases hidden (realistic unknown calibration error)
# Average error < 1 arcmin from true position
#
# Columns:
#  1  JD_UTC          Julian date (UTC)
#  2  body             S=Sun  M=Moon
#  3  event            R=rise  S=set  I=intermediate
#  4  alt_obs (deg)    measured altitude
#  5  az_obs  (deg)    measured azimuth (N=0 E=90)
#  6  alt_true (deg)   true altitude
#  7  az_true  (deg)   true azimuth
#  8  dist     (AU)    geocentric distance
 2460678.916667  S  I    20.83273   149.32283    20.83273   149.32283   9.8331490E-01
 2460679.000000  S  I    27.22086   178.80570    27.22086   178.80570   9.8331016E-01
 2460679.083333  S  I    21.72092   208.60656    21.72092   208.60656   9.8331353E-01
 2460679.166667  S  I     6.72045   232.60999     6.72045   232.60999   9.8332401E-01
 2460678.920439  M  R     0.00000   110.80587     0.00000   110.80587   2.5062412E-03
 2460679.361271  M  S    -0.00000   252.67332    -0.00000   252.67332   2.5002847E-03
 2460679.000000  M  I    18.61800   130.45572    18.61800   130.45572   2.4915211E-03
 2460679.083333  M  I    32.21574   158.07055    32.21574   158.07055   2.4813012E-03
 2460679.166667  M  I    34.66629   192.15166    34.66629   192.15166   2.4786610E-03
 2460679.250000  M  I    24.66131   222.96650    24.66131   222.96650   2.4839709E-03
 2460679.333333  M  I     6.86402   246.08560     6.86402   246.08560   2.4955440E-03
 2460679.810495  S  R    -0.00000   120.22787    -0.00000   120.22787   9.8332744E-01
 2460680.196660  S  S     0.00000   239.83083     0.00000   239.83083   9.8332734E-01
 2460679.833333  S  I     5.28487   125.67291     5.28487   125.67291   9.8332349E-01
 2460679.916667  S  I    20.88303   149.17350    20.88303   149.17350   9.8331213E-01
 2460680.000000  S  I    27.32436   178.68561    27.32436   178.68561   9.8330772E-01
 2460680.083333  S  I    21.85983   208.54843    21.85983   208.54843   9.8331141E-01
 2460680.166667  S  I     6.86961   232.60170     6.86961   232.60170   9.8332222E-01
 2460679.938368  M  R    -0.00000   102.56560    -0.00000   102.56560   2.4935098E-03
 2460680.411357  M  S    -0.00000   261.46306    -0.00000   261.46306   2.4887699E-03
 2460680.000000  M  I    15.75983   117.04354    15.75983   117.04354   2.4812813E-03
 2460680.083333  M  I    33.46486   142.42991    33.46486   142.42991   2.4685470E-03
 2460680.166667  M  I    41.75885   177.92478    41.75885   177.92478   2.4628577E-03
 2460680.250000  M  I    35.84265   214.83315    35.84265   214.83315   2.4654292E-03
 2460680.333333  M  I    19.43973   242.17303    19.43973   242.17303   2.4753323E-03
 2460680.810481  S  R    -0.00000   120.07252    -0.00000   120.07252   9.8332854E-01
 2460681.197303  S  S     0.00000   239.99026     0.00000   239.99026   9.8333017E-01
 2460680.833333  S  I     5.29743   125.52052     5.29743   125.52052   9.8332468E-01
 2460680.916667  S  I    20.94056   149.02217    20.94056   149.02217   9.8331366E-01
 2460681.000000  S  I    27.43519   178.56686    27.43519   178.56686   9.8330958E-01
 2460681.083333  S  I    22.00491   208.49488    22.00491   208.49488   9.8331362E-01
 2460681.166667  S  I     7.02331   232.59951     7.02331   232.59951   9.8332479E-01
 2460680.954905  M  R     0.00000    93.81966     0.00000    93.81966   2.4841932E-03
 2460681.460968  M  S    -0.00000   270.60992    -0.00000   270.60992   2.4807238E-03
 2460681.000000  M  I    12.10362   103.96189    12.10362   103.96189   2.4749166E-03
 2460681.083333  M  I    32.73796   126.57987    32.73796   126.57987   2.4602575E-03
 2460681.166667  M  I    46.77066   160.63087    46.77066   160.63087   2.4517338E-03
 2460681.250000  M  I    46.41668   204.02173    46.41668   204.02173   2.4513416E-03
 2460681.333333  M  I    32.05785   237.58368    32.05785   237.58368   2.4589679E-03
 2460681.416667  M  I    11.60638   260.30676    11.60638   260.30676   2.4724219E-03
 2460681.810441  S  R     0.00000   119.90693     0.00000   119.90693   9.8333420E-01
 2460682.197962  S  S    -0.00000   240.15990    -0.00000   240.15990   9.8333767E-01
 2460681.833333  S  I     5.31648   125.36434     5.31648   125.36434   9.8333043E-01
 2460681.916667  S  I    21.00530   148.86894    21.00530   148.86894   9.8331977E-01
 2460682.000000  S  I    27.55331   178.44954    27.55331   178.44954   9.8331606E-01
 2460682.083333  S  I    22.15607   208.44601    22.15607   208.44601   9.8332047E-01
 2460682.166667  S  I     7.18143   232.60344     7.18143   232.60344   9.8333203E-01
 2460681.971223  M  R     0.00000    84.93288     0.00000    84.93288   2.4779829E-03
 2460682.000000  M  I     7.80638    91.21936     7.80638    91.21936   2.4720578E-03
 2460682.083333  M  I    30.03396   111.25431    30.03396   111.25431   2.4562019E-03
 2460682.166667  M  I    48.73863   140.85490    48.73863   140.85490   2.4452424E-03
 2460682.250000  M  I    55.54630   188.29105    55.54630   188.29105   2.4418437E-03
 2460682.333333  M  I    44.54768   231.43562    44.54768   231.43562   2.4467208E-03
 2460682.416667  M  I    24.67852   257.65568    24.67852   257.65568   2.4584404E-03
 2460682.500000  M  I     2.82534   277.24872     2.82534   277.24872   2.4738318E-03
 2460682.810375  S  R    -0.00000   119.73123    -0.00000   119.73123   9.8334472E-01
 2460683.198636  S  S     0.00000   240.33963     0.00000   240.33963   9.8335019E-01
 2460682.833333  S  I     5.34204   125.20448     5.34204   125.20448   9.8334105E-01
 2460682.916667  S  I    21.07724   148.71390    21.07724   148.71390   9.8333079E-01
 2460683.000000  S  I    27.67866   178.33375    27.67866   178.33375   9.8332746E-01
 2460683.083333  S  I    22.31322   208.40187    22.31322   208.40187   9.8333227E-01
 2460683.166667  S  I     7.34387   232.61356     7.34387   232.61356   9.8334425E-01
 2460682.510874  M  S     0.00000   279.72027     0.00000   279.72027   2.4759021E-03
 2460682.988483  M  R     0.00000    76.25901     0.00000    76.25901   2.4747784E-03
 2460682.500000  M  I     2.82534   277.24872     2.82534   277.24872   2.4738318E-03
 2460683.000000  M  I     3.04614    78.75199     3.04614    78.75199   2.4724919E-03
 2460683.083333  M  I    25.57778    96.97894    25.57778    96.97894   2.4562720E-03
 2460683.166667  M  I    47.12001   120.87630    47.12001   120.87630   2.4434468E-03
 2460683.250000  M  I    61.56228   164.96980    61.56228   164.96980   2.4371981E-03
 2460683.333333  M  I    56.55562   221.78056    56.55562   221.78056   2.4390316E-03
 2460683.416667  M  I    37.75994   254.26068    37.75994   254.26068   2.4483616E-03
 2460683.500000  M  I    15.90339   274.69972    15.90339   274.69972   2.4626867E-03
 2460683.810282  S  R     0.00000   119.54552     0.00000   119.54552   9.8336045E-01
 2460684.199323  S  S    -0.00000   240.52934    -0.00000   240.52934   9.8336805E-01
 2460683.833333  S  I     5.37412   125.04103     5.37412   125.04103   9.8335688E-01
 2460683.916667  S  I    21.15635   148.55715    21.15635   148.55715   9.8334704E-01
 2460684.000000  S  I    27.81118   178.21957    27.81118   178.21957   9.8334413E-01
 2460684.083333  S  I    22.47626   208.36256    22.47626   208.36256   9.8334937E-01
 2460684.166667  S  I     7.51053   232.62988     7.51053   232.62988   9.8336180E-01
 2460683.561823  M  S     0.00000   288.38334     0.00000   288.38334   2.4743657E-03
 2460684.007973  M  R    -0.00000    68.19332    -0.00000    68.19332   2.4747962E-03
 2460683.500000  M  I    15.90339   274.69972    15.90339   274.69972   2.4626867E-03
 2460684.083333  M  I    19.72425    83.92998    19.72425    83.92998   2.4605694E-03
 2460684.166667  M  I    42.22742   103.19678    42.22742   103.19678   2.4465887E-03
 2460684.250000  M  I    62.20485   136.12484    62.20485   136.12484   2.4378419E-03
 2460684.333333  M  I    67.08818   203.55735    67.08818   203.55735   2.4365410E-03
 2460684.416667  M  I    50.71719   249.17555    50.71719   249.17555   2.4429880E-03
 2460684.500000  M  I    28.97944   271.63355    28.97944   271.63355   2.4555018E-03
 2460684.810163  S  R    -0.00000   119.34994    -0.00000   119.34994   9.8338172E-01
 2460685.200024  S  S    -0.00000   240.72891    -0.00000   240.72891   9.8339158E-01
 2460684.833333  S  I     5.41274   124.87411     5.41274   124.87411   9.8337826E-01
 2460684.916667  S  I    21.24262   148.39876    21.24262   148.39876   9.8336886E-01
 2460685.000000  S  I    27.95082   178.10709    27.95082   178.10709   9.8336640E-01
 2460685.083333  S  I    22.64511   208.32813    22.64511   208.32813   9.8337209E-01
 2460685.166667  S  I     7.68129   232.65243     7.68129   232.65243   9.8338499E-01
 2460684.614048  M  S     0.00000   296.10750     0.00000   296.10750   2.4765363E-03
 2460685.031206  M  R     0.00000    61.22284     0.00000    61.22284   2.4785641E-03
 2460684.500000  M  I    28.97944   271.63355    28.97944   271.63355   2.4555018E-03
 2460684.583333  M  I     7.43194   289.39284     7.43194   289.39284   2.4708977E-03
 2460685.083333  M  I    12.85928    71.99627    12.85928    71.99627   2.4693838E-03
 2460685.166667  M  I    34.93667    88.73643    34.93667    88.73643   2.4550477E-03
 2460685.250000  M  I    57.11296   111.19713    57.11296   111.19713   2.4443240E-03
 2460685.333333  M  I    72.95279   167.07586    72.95279   167.07586   2.4400057E-03
 2460685.416667  M  I    63.22230   239.85847    63.22230   239.85847   2.4432678E-03
 2460685.500000  M  I    41.94246   267.43617    41.94246   267.43617   2.4533526E-03
 2460685.810018  S  R     0.00000   119.14460     0.00000   119.14460   9.8340883E-01
 2460686.200737  S  S     0.00000   240.93819     0.00000   240.93819   9.8342106E-01
 2460685.833333  S  I     5.45788   124.70380     5.45788   124.70380   9.8340547E-01
 2460685.916667  S  I    21.33600   148.23883    21.33600   148.23883   9.8339654E-01
 2460686.000000  S  I    28.09751   177.99637    28.09751   177.99637   9.8339455E-01
 2460686.083333  S  I    22.81968   208.29864    22.81968   208.29864   9.8340073E-01
 2460686.166667  S  I     7.85605   232.68124     7.85605   232.68124   9.8341412E-01
 2460685.666687  M  S     0.00000   302.28232     0.00000   302.28232   2.4830862E-03
 2460686.059856  M  R     0.00000    55.94582     0.00000    55.94582   2.4867967E-03
 2460685.500000  M  I    41.94246   267.43617    41.94246   267.43617   2.4533526E-03
 2460685.583333  M  I    20.05597   285.01067    20.05597   285.01067   2.4677915E-03
 2460685.666667  M  I     0.00442   302.27789     0.00442   302.27789   2.4830828E-03
 2460686.083333  M  I     5.34647    60.91010     5.34647    60.91010   2.4830662E-03
 2460686.166667  M  I    26.12754    77.07220    26.12754    77.07220   2.4692004E-03
 2460686.250000  M  I    48.37854    94.25985    48.37854    94.25985   2.4571431E-03
 2460686.333333  M  I    69.61875   125.54265    69.61875   125.54265   2.4501133E-03
 2460686.416667  M  I    74.06372   217.29085    74.06372   217.29085   2.4500911E-03
 2460686.500000  M  I    54.57336   260.76527    54.57336   260.76527   2.4572870E-03
 2460686.809847  S  R     0.00000   118.92965     0.00000   118.92965   9.8344203E-01
 2460687.201462  S  S     0.00000   241.15707     0.00000   241.15707   9.8345674E-01
 2460686.833333  S  I     5.50955   124.53020     5.50955   124.53020   9.8343879E-01
 2460686.916667  S  I    21.43646   148.07743    21.43646   148.07743   9.8343035E-01
 2460687.000000  S  I    28.25118   177.88749    28.25118   177.88749   9.8342884E-01
 2460687.083333  S  I    22.99987   208.27416    22.99987   208.27416   9.8343552E-01
 2460687.166667  S  I     8.03472   232.71632     8.03472   232.71632   9.8344943E-01
 2460686.717417  M  S     0.00000   306.23553     0.00000   306.23553   2.4946757E-03
 2460687.095271  M  R    -0.00000    52.99411    -0.00000    52.99411   2.5001646E-03
 2460686.500000  M  I    54.57336   260.76527    54.57336   260.76527   2.4572870E-03
 2460686.583333  M  I    32.45338   279.63007    32.45338   279.63007   2.4700908E-03
 2460686.666667  M  I    11.46711   295.66415    11.46711   295.66415   2.4855183E-03
 2460687.166667  M  I    16.45661    67.39921    16.45661    67.39921   2.4892165E-03
 2460687.250000  M  I    37.90130    83.03283    37.90130    83.03283   2.4765295E-03
 2460687.333333  M  I    60.12783   103.06410    60.12783   103.06410   2.4672439E-03
 2460687.416667  M  I    77.71594   162.35156    77.71594   162.35156   2.4640308E-03
 2460687.500000  M  I    66.30903   247.89670    66.30903   247.89670   2.4680520E-03
 2460687.809651  S  R    -0.00000   118.70521    -0.00000   118.70521   9.8348152E-01
 2460688.202199  S  S    -0.00000   241.38541    -0.00000   241.38541   9.8349877E-01
 2460687.833333  S  I     5.56773   124.35341     5.56773   124.35341   9.8347839E-01
 2460687.916667  S  I    21.54396   147.91462    21.54396   147.91462   9.8347045E-01
 2460688.000000  S  I    28.41178   177.78050    28.41178   177.78050   9.8346945E-01
 2460688.083333  S  I    23.18560   208.25473    23.18560   208.25473   9.8347663E-01
 2460688.166667  S  I     8.21718   232.75768     8.21718   232.75768   9.8349106E-01
 2460687.763084  M  S    -0.00000   307.45693    -0.00000   307.45693   2.5116221E-03
 2460688.137502  M  R    -0.00000    52.80079    -0.00000    52.80079   2.5189909E-03
 2460687.500000  M  I    66.30903   247.89670    66.30903   247.89670   2.4680520E-03
 2460687.583333  M  I    44.36823   272.29360    44.36823   272.29360   2.4786439E-03
 2460687.666667  M  I    22.56821   288.31771    22.56821   288.31771   2.4935003E-03
 2460687.750000  M  I     2.80012   304.63809     2.80012   304.63809   2.5092918E-03
 2460688.166667  M  I     6.37854    58.98879     6.37854    58.98879   2.5148541E-03
 2460688.250000  M  I    26.68465    75.06229    26.68465    75.06229   2.5022348E-03
 2460688.333333  M  I    48.68588    91.89521    48.68588    91.89521   2.4912461E-03
 2460688.416667  M  I    70.06550   121.97487    70.06550   121.97487   2.4851001E-03
 2460688.500000  M  I    75.09098   217.30926    75.09098   217.30926   2.4858357E-03
 2460688.809429  S  R    -0.00000   118.47142    -0.00000   118.47142   9.8352741E-01
 2460689.202946  S  S    -0.00000   241.62307    -0.00000   241.62307   9.8354724E-01
 2460688.833333  S  I     5.63242   124.17352     5.63242   124.17352   9.8352440E-01
 2460688.916667  S  I    21.65845   147.75048    21.65845   147.75048   9.8351696E-01
 2460689.000000  S  I    28.57923   177.67547    28.57923   177.67547   9.8351647E-01
 2460689.083333  S  I    23.37678   208.24039    23.37678   208.24039   9.8352417E-01
 2460689.166667  S  I     8.40336   232.80534     8.40336   232.80534   9.8353913E-01
 2460688.801377  M  S     0.00000   305.88403     0.00000   305.88403   2.5336530E-03
 2460689.184628  M  R    -0.00000    55.33493    -0.00000    55.33493   2.5429471E-03
 2460688.500000  M  I    75.09098   217.30926    75.09098   217.30926   2.4858357E-03
 2460688.583333  M  I    55.31188   261.12641    55.31188   261.12641   2.4937628E-03
 2460688.666667  M  I    33.00983   279.57155    33.00983   279.57155   2.5073714E-03
 2460688.750000  M  I    11.79513   295.31835    11.79513   295.31835   2.5237386E-03
 2460689.250000  M  I    15.23156    68.89710    15.23156    68.89710   2.5333967E-03
 2460689.333333  M  I    36.73453    85.37932    36.73453    85.37932   2.5212962E-03
 2460689.416667  M  I    58.76699   107.21506    58.76699   107.21506   2.5125991E-03
 2460689.500000  M  I    75.01489   165.71050    75.01489   165.71050   2.5100987E-03
 2460689.809182  S  R     0.00000   118.22842     0.00000   118.22842   9.8357974E-01
 2460690.203704  S  S     0.00000   241.86992     0.00000   241.86992   9.8360215E-01
 2460689.833333  S  I     5.70358   123.99060     5.70358   123.99060   9.8357684E-01
 2460689.916667  S  I    21.77990   147.58507    21.77990   147.58507   9.8356991E-01
 2460690.000000  S  I    28.75347   177.57245    28.75347   177.57245   9.8356992E-01
 2460690.083333  S  I    23.57332   208.23121    23.57332   208.23121   9.8357813E-01
 2460690.166667  S  I     8.59314   232.85929     8.59314   232.85929   9.8359362E-01
 2460689.832002  M  S     0.00000   301.94609     0.00000   301.94609   2.5598366E-03
 2460690.233563  M  R     0.00000    60.09596     0.00000    60.09596   2.5708965E-03
 2460689.500000  M  I    75.01489   165.71050    75.01489   165.71050   2.5100987E-03
 2460689.583333  M  I    64.19605   242.45015    64.19605   242.45015   2.5150458E-03
 2460689.666667  M  I    42.36375   268.53629    42.36375   268.53629   2.5267936E-03
 2460689.750000  M  I    20.14304   285.37698    20.14304   285.37698   2.5429671E-03
 2460690.250000  M  I     3.81583    63.71113     3.81583    63.71113   2.5685174E-03
 2460690.333333  M  I    24.75734    80.98291    24.75734    80.98291   2.5558835E-03
 2460690.416667  M  I    46.85534   100.37310    46.85534   100.37310   2.5450951E-03
 2460690.500000  M  I    66.59279   136.21124    66.59279   136.21124   2.5395436E-03
 2460690.808910  S  R     0.00000   117.97632     0.00000   117.97632   9.8363847E-01
 2460691.204472  S  S    -0.00000   242.12584    -0.00000   242.12584   9.8366344E-01
 2460690.833333  S  I     5.78122   123.80475     5.78122   123.80475   9.8363568E-01
 2460690.916667  S  I    21.90826   147.41844    21.90826   147.41844   9.8362924E-01
 2460691.000000  S  I    28.93444   177.47149    28.93444   177.47149   9.8362975E-01
 2460691.083333  S  I    23.77513   208.22723    23.77513   208.22723   9.8363847E-01
 2460691.166667  S  I     8.78644   232.91956     8.78644   232.91956   9.8365449E-01
 2460690.856211  M  S    -0.00000   296.30722    -0.00000   296.30722   2.5886510E-03
 2460691.281707  M  R     0.00000    66.39180     0.00000    66.39180   2.6009776E-03
 2460690.500000  M  I    66.59279   136.21124    66.59279   136.21124   2.5395436E-03
 2460690.583333  M  I    68.69588   212.64652    68.69588   212.64652   2.5413357E-03
 2460690.666667  M  I    49.98425   254.13502    49.98425   254.13502   2.5507028E-03
 2460690.750000  M  I    27.54045   274.44725    27.54045   274.44725   2.5659240E-03
 2460690.833333  M  I     5.64808   291.42540     5.64808   291.42540   2.5837924E-03
 2460691.333333  M  I    12.95283    77.65051    12.95283    77.65051   2.5929239E-03
 2460691.416667  M  I    34.96789    96.37907    34.96789    96.37907   2.5805404E-03
 2460691.500000  M  I    55.82458   123.71862    55.82458   123.71862   2.5722275E-03
 2460691.808613  S  R    -0.00000   117.71528    -0.00000   117.71528   9.8370348E-01
 2460692.205248  S  S     0.00000   242.39068     0.00000   242.39068   9.8373098E-01
 2460691.833333  S  I     5.86530   123.61604     5.86530   123.61604   9.8370080E-01
 2460691.916667  S  I    22.04348   147.25067    22.04348   147.25067   9.8369485E-01
 2460692.000000  S  I    29.12206   177.37266    29.12206   177.37266   9.8369585E-01
 2460692.083333  S  I    23.98212   208.22849    23.98212   208.22849   9.8370507E-01
 2460692.166667  S  I     8.98316   232.98613     8.98316   232.98613   9.8372159E-01
 2460691.875727  M  S    -0.00000   289.59476    -0.00000   289.59476   2.6181283E-03
 2460692.327798  M  R     0.00000    73.60272     0.00000    73.60272   2.6308623E-03
 2460691.500000  M  I    55.82458   123.71862    55.82458   123.71862   2.5722275E-03
 2460691.583333  M  I    66.63506   180.41465    66.63506   180.41465   2.5708229E-03
 2460691.666667  M  I    54.96601   235.72532    54.96601   235.72532   2.5774032E-03
 2460691.750000  M  I    33.66097   262.24639    33.66097   262.24639   2.5909691E-03
 2460691.833333  M  I    11.09076   280.56082    11.09076   280.56082   2.6087164E-03
 2460692.333333  M  I     1.40631    74.85708     1.40631    74.85708   2.6299681E-03
 2460692.416667  M  I    23.28769    93.64678    23.28769    93.64678   2.6164912E-03
 2460692.500000  M  I    44.61804   117.16213    44.61804   117.16213   2.6057821E-03
 2460692.808292  S  R     0.00000   117.44543     0.00000   117.44543   9.8377462E-01
 2460693.206033  S  S     0.00000   242.66430     0.00000   242.66430   9.8380458E-01
 2460692.833333  S  I     5.95580   123.42456     5.95580   123.42456   9.8377205E-01
 2460692.916667  S  I    22.18552   147.08180    22.18552   147.08180   9.8376657E-01
 2460693.000000  S  I    29.31627   177.27601    29.31627   177.27601   9.8376804E-01
 2460693.083333  S  I    24.19421   208.23505    24.19421   208.23505   9.8377774E-01
 2460693.166667  S  I     9.18320   233.05903     9.18320   233.05903   9.8379476E-01
 2460692.892098  M  S    -0.00000   282.28692    -0.00000   282.28692   2.6460530E-03
 2460693.371731  M  R     0.00000    81.27435     0.00000    81.27435   2.6580601E-03
 2460692.500000  M  I    44.61804   117.16213    44.61804   117.16213   2.6057821E-03
 2460692.583333  M  I    59.69617   158.56877    59.69617   158.56877   2.6012594E-03
 2460692.666667  M  I    56.42862   214.64395    56.42862   214.64395   2.6047716E-03
 2460692.750000  M  I    38.17215   248.69138    38.17215   248.69138   2.6160699E-03
 2460692.833333  M  I    15.87108   269.50463    15.87108   269.50463   2.6328699E-03
 2460693.416667  M  I    11.86511    91.53028    11.86511    91.53028   2.6503711E-03
 2460693.500000  M  I    33.43331   112.99269    33.43331   112.99269   2.6376839E-03
 2460693.807946  S  R     0.00000   117.16690     0.00000   117.16690   9.8385170E-01
 2460694.206826  S  S    -0.00000   242.94656    -0.00000   242.94656   9.8388406E-01
 2460693.833333  S  I     6.05271   123.23040     6.05271   123.23040   9.8384923E-01
 2460693.916667  S  I    22.33432   146.91189    22.33432   146.91189   9.8384421E-01
 2460694.000000  S  I    29.51700   177.18160    29.51700   177.18160   9.8384613E-01
 2460694.083333  S  I    24.41129   208.24695    24.41129   208.24695   9.8385630E-01
 2460694.166667  S  I     9.38647   233.13824     9.38647   233.13824   9.8387379E-01
 2460693.906554  M  S    -0.00000   274.71619    -0.00000   274.71619   2.6701897E-03
 2460694.414052  M  R     0.00000    89.09852     0.00000    89.09852   2.6801979E-03
 2460693.500000  M  I    33.43331   112.99269    33.43331   112.99269   2.6376839E-03
 2460693.583333  M  I    50.65157   145.57465    50.65157   145.57465   2.6302261E-03
 2460693.666667  M  I    54.23769   194.46728    54.23769   194.46728   2.6305165E-03
 2460693.750000  M  I    40.79248   234.05014    40.79248   234.05014   2.6390498E-03
 2460693.833333  M  I    19.86745   258.16559    19.86745   258.16559   2.6541501E-03
 2460694.416667  M  I     0.69227    89.69887     0.69227    89.69887   2.6797296E-03
 2460694.500000  M  I    22.39080   109.92738    22.39080   109.92738   2.6655201E-03
 2460694.807576  S  R    -0.00000   116.87985    -0.00000   116.87985   9.8393449E-01
 2460695.207627  S  S     0.00000   243.23732     0.00000   243.23732   9.8396916E-01
 2460694.833333  S  I     6.15599   123.03363     6.15599   123.03363   9.8393212E-01
 2460694.916667  S  I    22.48983   146.74102    22.48983   146.74102   9.8392753E-01
 2460695.000000  S  I    29.72416   177.08948    29.72416   177.08948   9.8392989E-01
 2460695.083333  S  I    24.63327   208.26424    24.63327   208.26424   9.8394050E-01
 2460695.166667  S  I     9.59285   233.22378     9.59285   233.22378   9.8395846E-01
 2460694.920078  M  S     0.00000   267.11151     0.00000   267.11151   2.6885056E-03
 2460695.455572  M  R    -0.00000    96.86134    -0.00000    96.86134   2.6952532E-03
 2460694.500000  M  I    22.39080   109.92738    22.39080   109.92738   2.6655201E-03
 2460694.583333  M  I    40.84007   137.21578    40.84007   137.21578   2.6554014E-03
 2460694.666667  M  I    49.21025   177.89014    49.21025   177.89014   2.6524406E-03
 2460694.750000  M  I    41.38338   218.98130    41.38338   218.98130   2.6578390E-03
 2460694.833333  M  I    22.98682   246.50414    22.98682   246.50414   2.6705898E-03
 2460694.916667  M  I     0.92692   266.35675     0.92692   266.35675   2.6877651E-03
 2460695.500000  M  I    11.50118   107.38775    11.50118   107.38775   2.6872148E-03
 2460695.807183  S  R    -0.00000   116.58443    -0.00000   116.58443   9.8402275E-01
 2460696.208434  S  S    -0.00000   243.53642    -0.00000   243.53642   9.8405966E-01
 2460695.833333  S  I     6.26561   122.83435     6.26561   122.83435   9.8402047E-01
 2460695.916667  S  I    22.65200   146.56923    22.65200   146.56923   9.8401630E-01
 2460696.000000  S  I    29.93768   176.99971    29.93768   176.99971   9.8401908E-01
 2460696.083333  S  I    24.86004   208.28696    24.86004   208.28696   9.8403011E-01
 2460696.166667  S  I     9.80226   233.31563     9.80226   233.31563   9.8404851E-01
 2460695.933517  M  S    -0.00000   259.64419    -0.00000   259.64419   2.6993611E-03
 2460696.497148  M  R    -0.00000   104.39059    -0.00000   104.39059   2.7017376E-03
 2460695.500000  M  I    11.50118   107.38775    11.50118   107.38775   2.6872148E-03
 2460695.583333  M  I    30.75638   131.19090    30.75638   131.19090   2.6747906E-03
 2460695.666667  M  I    42.39448   165.07433    42.39448   165.07433   2.6686684E-03
 2460695.750000  M  I    40.01632   204.31169    40.01632   204.31169   2.6706952E-03
 2460695.833333  M  I    25.16245   234.53428    25.16245   234.53428   2.6805657E-03
 2460695.916667  M  I     4.48293   255.86455     4.48293   255.86455   2.6959137E-03
 2460696.500000  M  I     0.73007   105.04834     0.73007   105.04834   2.7011988E-03
 2460696.806766  S  R     0.00000   116.28078     0.00000   116.28078   9.8411624E-01
 2460697.209248  S  S     0.00000   243.84372     0.00000   243.84372   9.8415529E-01
 2460696.833333  S  I     6.38154   122.63265     6.38154   122.63265   9.8411405E-01
 2460696.916667  S  I    22.82076   146.39660    22.82076   146.39660   9.8411027E-01
